Selected Gene,Overlapping Gene,Overlapping Strand,Overlapping Gene name,Overlapping Transcript start (bp),Overlapping Transcript end (bp),Overlapping TSS,Selected Strand,Selected Gene name,Selected Transcript start (bp),Selected Transcript end (bp),Selected TSS,overlap type
ENSG00000138658,ENSG00000174720,1,LARP7,112637143,112657586,112637143,-1,ZGRF1,112539339,112636909,112636909,2.0
ENSG00000174720,ENSG00000138658,-1,ZGRF1,112539339,112636909,112636909,1,LARP7,112637143,112657586,112637143,2.0
ENSG00000169020,ENSG00000215375,1,MYL5,674542,682028,674542,-1,ATP5ME,672436,674276,674276,2.0
ENSG00000215375,ENSG00000169020,-1,ATP5ME,672436,674276,674276,1,MYL5,674542,682028,674542,2.0
ENSG00000284684,ENSG00000152969,-1,JAKMIP1,6026199,6200549,6200549,-1,,6064977,6070162,6070162,6.0
ENSG00000181541,ENSG00000198589,-1,LRBA,150264435,151015284,151015284,1,MAB21L2,150582151,150584693,150582151,5.0
ENSG00000130997,ENSG00000214367,-1,HAUS3,2228349,2242121,2242121,-1,POLN,2071918,2242121,2242121,3.0
ENSG00000159733,ENSG00000206113,1,CFAP99,2418974,2462942,2418974,-1,ZFYVE28,2269597,2418645,2418645,2.0
ENSG00000206113,ENSG00000159733,-1,ZFYVE28,2269597,2418645,2418645,1,CFAP99,2418974,2462942,2418974,2.0
ENSG00000178950,ENSG00000127419,1,TMEM175,932460,958656,932460,-1,GAK,849277,932316,932316,2.0
ENSG00000127419,ENSG00000178950,-1,GAK,849277,932316,932316,1,TMEM175,932460,958656,932460,2.0
ENSG00000145217,ENSG00000127415,1,IDUA,987044,1004564,987044,-1,SLC26A1,987657,993404,993404,4.0
ENSG00000127415,ENSG00000145217,-1,SLC26A1,987657,993404,993404,1,IDUA,987044,1004564,987044,4.0
ENSG00000186352,ENSG00000109771,-1,LRP2BP,185363872,185395924,185395924,1,ANKRD37,185396841,185400241,185396841,2.0
ENSG00000109775,ENSG00000205129,1,C4orf47,185426254,185449826,185426254,-1,UFSP2,185399537,185425964,185425964,2.0
ENSG00000205129,ENSG00000109775,-1,UFSP2,185399537,185425964,185425964,1,C4orf47,185426254,185449826,185426254,2.0
ENSG00000250254,ENSG00000065882,1,TBC1D1,37891084,38139173,37891084,1,PTTG2,37960398,37961128,37960398,6.0
ENSG00000188993,ENSG00000163069,-1,SGCB,52020706,52038299,52038299,-1,LRRC66,51993652,52020363,52020363,1.0
ENSG00000229894,ENSG00000109466,1,KLHL2,165207561,165323147,165207561,-1,GK3,165277807,165279704,165279704,5.0
ENSG00000164305,ENSG00000164306,1,PRIMPOL,184649738,184694952,184649738,-1,CASP3,184627696,184649447,184649447,2.0
ENSG00000164162,ENSG00000164163,1,ABCE1,145098311,145129524,145098311,-1,ANAPC10,144994576,145098196,145098196,2.0
ENSG00000164163,ENSG00000164162,-1,ANAPC10,144994576,145098196,145098196,1,ABCE1,145098311,145129524,145098311,2.0
ENSG00000169989,ENSG00000164144,1,ARFIP1,152779954,152912357,152779954,-1,TIGD4,152769354,152779730,152779730,2.0
ENSG00000182223,ENSG00000145248,1,SLC10A4,48483343,48489526,48483343,1,ZAR1,48490252,48494389,48490252,1.0
ENSG00000214367,ENSG00000130997,-1,POLN,2071918,2242121,2242121,-1,HAUS3,2228349,2242121,2242121,3.0
ENSG00000152795,ENSG00000145293,1,ENOPH1,82430590,82461177,82430590,-1,HNRNPDL,82422569,82430462,82430462,2.0
ENSG00000164073,ENSG00000164074,1,ABHD18,127965406,128039953,127965406,-1,MFSD8,127917805,127965173,127965173,2.0
ENSG00000173013,ENSG00000173011,1,TADA2B,7043372,7057952,7043372,-1,CCDC96,7040849,7043001,7043001,2.0
ENSG00000173011,ENSG00000173013,-1,CCDC96,7040849,7043001,7043001,1,TADA2B,7043372,7057952,7043372,2.0
ENSG00000178597,ENSG00000184985,1,SORCS2,7192538,7742827,7192538,-1,PSAPL1,7430285,7434930,7434930,5.0
ENSG00000164134,ENSG00000109390,-1,NDUFC1,139289931,139302477,139302477,1,NAA15,139301505,139391384,139301505,2.0
ENSG00000182903,ENSG00000174227,1,PIGG,499210,540200,499210,-1,ZNF721,439988,499156,499156,2.0
ENSG00000168936,ENSG00000013810,1,TACC3,1721521,1745171,1721521,-1,TMEM129,1715952,1721323,1721323,2.0
ENSG00000189099,ENSG00000109686,-1,SH3D19,151120281,151325605,151325605,1,PRSS48,151277161,151291862,151277161,5.0
ENSG00000087008,ENSG00000155275,1,TRMT44,8440777,8476555,8440777,-1,ACOX3,8366282,8440723,8440723,2.0
ENSG00000164074,ENSG00000164073,-1,MFSD8,127917805,127965173,127965173,1,ABHD18,127965406,128039953,127965406,2.0
ENSG00000106399,ENSG00000219545,1,UMAD1,7640752,7879223,7640752,-1,RPA3,7636518,7718607,7718607,5.0
ENSG00000218823,ENSG00000157927,-1,RADIL,4797055,4883716,4883716,-1,PAPOLB,4857738,4862030,4862030,6.0
ENSG00000164849,ENSG00000146540,-1,C7orf50,997006,1138247,1138247,1,GPR146,1044546,1059261,1044546,5.0
ENSG00000164850,ENSG00000146540,-1,C7orf50,997006,1138247,1138247,1,GPER1,1088113,1093810,1088113,5.0
ENSG00000106524,ENSG00000136261,1,BZW2,16646181,16706517,16646181,-1,ANKMY2,16599779,16645754,16645754,2.0
ENSG00000146731,ENSG00000146733,-1,PSPH,56011064,56051444,56051444,1,CCT6A,56051765,56063989,56051765,2.0
ENSG00000146733,ENSG00000146731,1,CCT6A,56051765,56063989,56051765,-1,PSPH,56011064,56051444,56051444,2.0
ENSG00000129103,ENSG00000146731,1,CCT6A,56051765,56063989,56051765,1,SUMF2,56064286,56080670,56064286,1.0
ENSG00000127993,ENSG00000127980,-1,PEX1,92487025,92528520,92528520,1,RBM48,92528795,92540481,92528795,2.0
ENSG00000164645,ENSG00000182348,1,ZNF804B,88759700,89338528,88759700,-1,TEX47,88794106,88795737,88795737,5.0
ENSG00000127980,ENSG00000127993,1,RBM48,92528795,92540481,92528795,-1,PEX1,92487025,92528520,92528520,2.0
ENSG00000001629,ENSG00000001631,-1,KRIT1,92199413,92245914,92245914,1,ANKIB1,92245974,92401383,92245974,2.0
ENSG00000177683,ENSG00000128590,1,DNAJB9,108569874,108574850,108569874,-1,THAP5,108562132,108569706,108569706,2.0
ENSG00000106397,ENSG00000106400,1,ZNHIT1,101218165,101224190,101218165,-1,PLOD3,101205984,101217581,101217581,2.0
ENSG00000173114,ENSG00000184903,-1,IMMP2L,110662644,111562492,111562492,1,LRRN3,111091127,111125454,111091127,5.0
ENSG00000128590,ENSG00000177683,-1,THAP5,108562132,108569706,108569706,1,DNAJB9,108569874,108574850,108569874,2.0
ENSG00000198839,ENSG00000128512,-1,DOCK4,111726110,112206399,112206399,1,ZNF277,112206695,112343934,112206695,2.0
ENSG00000235631,ENSG00000081803,-1,CADPS2,122318411,122886460,122886460,-1,RNF148,122701668,122702922,122702922,6.0
ENSG00000188050,ENSG00000081803,-1,CADPS2,122318411,122886460,122886460,-1,RNF133,122697735,122699117,122699117,6.0
ENSG00000170632,ENSG00000161040,-1,FBXL13,102811189,103074796,103074796,1,ARMC10,103075140,103099759,103075140,2.0
ENSG00000128606,ENSG00000161040,-1,FBXL13,102811189,103074796,103074796,1,LRRC17,102913000,102945111,102913000,5.0
ENSG00000105929,ENSG00000214128,1,TMEM213,138797994,138806759,138797994,-1,ATP6V0A4,138706294,138798196,138798196,2.0
ENSG00000214128,ENSG00000105929,-1,ATP6V0A4,138706294,138798196,138798196,1,TMEM213,138797994,138806759,138797994,2.0
ENSG00000106400,ENSG00000106397,-1,PLOD3,101205984,101217581,101217581,1,ZNHIT1,101218165,101224190,101218165,2.0
ENSG00000158623,ENSG00000213265,-1,TSGA13,130668643,130686545,130686545,-1,COPG2,130506238,130668748,130668748,1.0
ENSG00000168303,ENSG00000175600,1,SUGCT,40135005,40860763,40135005,-1,MPLKIP,40126027,40134622,40134622,2.0
ENSG00000172209,ENSG00000164597,-1,COG5,107201372,107563920,107563920,1,GPR22,107470057,107475684,107470057,5.0
ENSG00000105865,ENSG00000164597,-1,COG5,107201372,107563920,107563920,1,DUS4L,107563971,107578523,107563971,2.0
ENSG00000175600,ENSG00000168303,-1,MPLKIP,40126027,40134622,40134622,1,SUGCT,40135005,40860763,40135005,2.0
ENSG00000221838,ENSG00000166508,-1,MCM7,100092728,100101397,100101397,1,AP4M1,100101643,100109039,100101643,2.0
ENSG00000166997,ENSG00000106290,-1,TAF6,100107070,100119358,100119358,1,CNPY4,100119634,100125508,100119634,2.0
ENSG00000146826,ENSG00000197093,-1,GAL3ST4,100159244,100168617,100168617,-1,TRAPPC14,100154423,100158723,100158723,1.0
ENSG00000197093,ENSG00000213420,-1,GPC2,100169606,100177381,100177381,-1,GAL3ST4,100159244,100168617,100168617,1.0
ENSG00000066923,ENSG00000213420,-1,GPC2,100169606,100177381,100177381,1,STAG3,100177918,100214381,100177918,2.0
ENSG00000213420,ENSG00000066923,1,STAG3,100177918,100214381,100177918,-1,GPC2,100169606,100177381,100177381,2.0
ENSG00000006652,ENSG00000288634,1,,112450487,112450645,112450487,1,IFRD1,112450460,112477203,112450460,3.0
ENSG00000288634,ENSG00000006652,1,IFRD1,112450460,112477203,112450460,1,,112450487,112450645,112450487,3.0
ENSG00000213199,ENSG00000197150,1,ABCB8,151028450,151047782,151028450,1,ASIC3,151048531,151052754,151048531,1.0
ENSG00000288608,ENSG00000164889,1,SLC4A2,151059589,151076523,151059589,1,,151061928,151061978,151061928,6.0
ENSG00000135211,ENSG00000006576,1,PHTF2,77798773,77957225,77798773,-1,TMEM60,77793728,77798434,77798434,2.0
ENSG00000002933,ENSG00000106565,-1,TMEM176B,150791301,150800364,150800364,1,TMEM176A,150800769,150805118,150800769,2.0
ENSG00000160917,ENSG00000106246,-1,PTCD1,99416739,99438798,99438798,1,CPSF4,99438943,99457373,99438943,2.0
ENSG00000127399,ENSG00000106526,-1,ACTR3C,150247212,150323545,150323545,1,LRRC61,150323355,150338156,150323355,2.0
ENSG00000176410,ENSG00000071462,1,BUD23,73683597,73698212,73683597,-1,DNAJC30,73680918,73683453,73683453,2.0
ENSG00000160993,ENSG00000161036,1,LRWD1,102464984,102473168,102464984,-1,ALKBH4,102456238,102464863,102464863,2.0
ENSG00000161036,ENSG00000160993,-1,ALKBH4,102456238,102464863,102464863,1,LRWD1,102464984,102473168,102464984,2.0
ENSG00000122565,ENSG00000122566,-1,HNRNPA2B1,26189927,26200746,26200746,1,CBX3,26201745,26213607,26201745,2.0
ENSG00000106588,ENSG00000106591,1,MRPL32,42932376,42937857,42932376,-1,PSMA2,42916861,42932174,42932174,2.0
ENSG00000106591,ENSG00000106588,-1,PSMA2,42916861,42932174,42932174,1,MRPL32,42932376,42937857,42932376,2.0
ENSG00000164708,ENSG00000136279,1,DBNL,44044702,44069456,44044702,-1,PGAM2,44062727,44065567,44065567,5.0
ENSG00000127951,ENSG00000135205,1,CCDC146,77122615,77295204,77122615,-1,FGL2,77193369,77199819,77199819,5.0
ENSG00000087077,ENSG00000146828,1,SLC12A9,100852713,100867010,100852713,1,TRIP6,100867387,100873454,100867387,1.0
ENSG00000178397,ENSG00000286075,-1,SAGSIN1,6329411,6348967,6348967,-1,FAM220A,6329411,6348967,6348967,3.0
ENSG00000272899,ENSG00000128524,1,ATP6V1F,128862856,128865847,128862856,1,ATP6V1FNB,128866330,128872047,128866330,1.0
ENSG00000164597,ENSG00000105865,1,DUS4L,107563971,107578523,107563971,-1,COG5,107201372,107563920,107563920,2.0
ENSG00000122687,ENSG00000106268,1,NUDT1,2242226,2251145,2242226,-1,MRM2,2234195,2242205,2242205,2.0
ENSG00000106144,ENSG00000178826,1,TMEM139,143284958,143288048,143284958,1,CASP2,143288351,143307696,143288351,1.0
ENSG00000106268,ENSG00000122687,-1,MRM2,2234195,2242205,2242205,1,NUDT1,2242226,2251145,2242226,2.0
ENSG00000075303,ENSG00000006634,1,DBF4,87876493,87909553,87876493,-1,SLC25A40,87833568,87876360,87876360,2.0
ENSG00000006634,ENSG00000075303,-1,SLC25A40,87833568,87876360,87876360,1,DBF4,87876493,87909553,87876493,2.0
ENSG00000106004,ENSG00000105997,-1,HOXA3,27107010,27152583,27152583,-1,HOXA5,27141052,27143681,27143681,6.0
ENSG00000106006,ENSG00000105997,-1,HOXA3,27107010,27152583,27152583,-1,HOXA6,27145396,27147774,27147774,6.0
ENSG00000197576,ENSG00000105997,-1,HOXA3,27107010,27152583,27152583,-1,HOXA4,27128525,27130757,27130757,6.0
ENSG00000146755,ENSG00000077800,1,FKBP6,73328161,73358625,73328161,-1,TRIM50,73312536,73328082,73328082,2.0
ENSG00000077800,ENSG00000146755,-1,TRIM50,73312536,73328082,73328082,1,FKBP6,73328161,73358625,73328161,2.0
ENSG00000285480,ENSG00000033050,-1,ABCF2,151211484,151227205,151227205,-1,H2BK1,151207837,151210488,151210488,1.0
ENSG00000219545,ENSG00000106399,-1,RPA3,7636518,7718607,7718607,1,UMAD1,7640752,7879223,7640752,5.0
ENSG00000001631,ENSG00000001629,1,ANKIB1,92245974,92401383,92245974,-1,KRIT1,92199413,92245914,92245914,2.0
ENSG00000127952,ENSG00000146701,1,MDH2,76048106,76067508,76048106,-1,STYXL1,75996342,76048000,76048000,2.0
ENSG00000146701,ENSG00000127952,-1,STYXL1,75996342,76048000,76048000,1,MDH2,76048106,76067508,76048106,2.0
ENSG00000128512,ENSG00000198839,1,ZNF277,112206695,112343934,112206695,-1,DOCK4,111726110,112206399,112206399,2.0
ENSG00000164896,ENSG00000164897,-1,TMUB1,151081085,151083493,151083493,-1,FASTK,151076624,151080809,151080809,1.0
ENSG00000136261,ENSG00000106524,-1,ANKMY2,16599779,16645754,16645754,1,BZW2,16646181,16706517,16646181,2.0
ENSG00000152926,ENSG00000213462,-1,ERV3-1,64990356,65006687,65006687,-1,ZNF117,64971772,64991036,64991036,1.0
ENSG00000106290,ENSG00000166997,1,CNPY4,100119634,100125508,100119634,-1,TAF6,100107070,100119358,100119358,2.0
ENSG00000205307,ENSG00000077454,-1,LRCH4,100574011,100586129,100586129,-1,SAP25,100572228,100573900,100573900,1.0
ENSG00000106336,ENSG00000077454,-1,LRCH4,100574011,100586129,100586129,1,FBXO24,100586328,100601117,100586328,2.0
ENSG00000106244,ENSG00000106245,1,BUD31,99408969,99419616,99408969,-1,PDAP1,99394673,99408597,99408597,2.0
ENSG00000106245,ENSG00000106244,-1,PDAP1,99394673,99408597,99408597,1,BUD31,99408969,99419616,99408969,2.0
ENSG00000146576,ENSG00000136247,1,ZDHHC4,6577454,6589374,6577454,1,INTS15,6590021,6608726,6590021,1.0
ENSG00000176125,ENSG00000087085,-1,ACHE,100889994,100895888,100895888,-1,UFSP1,100888721,100889715,100889715,1.0
ENSG00000122566,ENSG00000122565,1,CBX3,26201745,26213607,26201745,-1,HNRNPA2B1,26189927,26200746,26200746,2.0
ENSG00000106305,ENSG00000122512,-1,PMS2,5970925,6009049,6009049,1,AIMP2,6009272,6023834,6009272,2.0
ENSG00000155026,ENSG00000122512,-1,PMS2,5970925,6009049,6009049,-1,RSPH10B,5926136,5970689,5970689,1.0
ENSG00000157999,ENSG00000086232,-1,EIF2AK1,6022247,6059175,6059175,1,ANKRD61,6031376,6036552,6031376,5.0
ENSG00000106246,ENSG00000160917,1,CPSF4,99438943,99457373,99438943,-1,PTCD1,99416739,99438798,99438798,2.0
ENSG00000164818,ENSG00000188191,-1,PRKAR1B,549198,727281,727281,1,DNAAF5,726699,786475,726699,2.0
ENSG00000188191,ENSG00000164818,1,DNAAF5,726699,786475,726699,-1,PRKAR1B,549198,727281,727281,2.0
ENSG00000286075,ENSG00000178397,-1,FAM220A,6329411,6348967,6348967,-1,SAGSIN1,6329411,6348967,6348967,3.0
ENSG00000077454,ENSG00000106336,1,FBXO24,100586328,100601117,100586328,-1,LRCH4,100574011,100586129,100586129,2.0
ENSG00000006576,ENSG00000135211,-1,TMEM60,77793728,77798434,77798434,1,PHTF2,77798773,77957225,77798773,2.0
ENSG00000161040,ENSG00000170632,1,ARMC10,103075140,103099759,103075140,-1,FBXL13,102811189,103074796,103074796,2.0
ENSG00000071462,ENSG00000176410,-1,DNAJC30,73680918,73683453,73683453,1,BUD23,73683597,73698212,73683597,2.0
ENSG00000106526,ENSG00000127399,1,LRRC61,150323355,150338156,150323355,-1,ACTR3C,150247212,150323545,150323545,2.0
ENSG00000106565,ENSG00000002933,1,TMEM176A,150800769,150805118,150800769,-1,TMEM176B,150791301,150800364,150800364,2.0
ENSG00000166508,ENSG00000221838,1,AP4M1,100101643,100109039,100101643,-1,MCM7,100092728,100101397,100101397,2.0
ENSG00000122512,ENSG00000106305,1,AIMP2,6009272,6023834,6009272,-1,PMS2,5970925,6009049,6009049,2.0
ENSG00000128594,ENSG00000197157,1,SND1,127652194,128092593,127652194,-1,LRRC4,128027071,128031437,128031437,5.0
ENSG00000047621,ENSG00000111247,1,RAD51AP1,4538890,4560047,4538890,-1,C12orf4,4487735,4538469,4538469,2.0
ENSG00000179715,ENSG00000139211,-1,AMIGO2,47076447,47079959,47079959,1,PCED1B,47079621,47236660,47079621,2.0
ENSG00000064102,ENSG00000111790,1,FGFR1OP2,26938470,26966648,26938470,-1,INTS13,26905181,26937981,26937981,2.0
ENSG00000173451,ENSG00000133858,-1,ZFC3H1,71609599,71663848,71663848,1,THAP2,71664301,71680644,71664301,2.0
ENSG00000133640,ENSG00000231738,-1,TSPAN19,85014317,85036277,85036277,1,LRRIQ1,85036351,85245105,85036351,2.0
ENSG00000175782,ENSG00000111581,1,NUP107,68686978,68745809,68686978,1,SLC35E3,68746176,68781468,68746176,1.0
ENSG00000133773,ENSG00000127720,1,METTL25,82358529,82479239,82358529,-1,CCDC59,82352303,82358387,82358387,2.0
ENSG00000127720,ENSG00000133773,-1,CCDC59,82352303,82358387,82358387,1,METTL25,82358529,82479239,82358529,2.0
ENSG00000180263,ENSG00000028203,1,VEZT,95217807,95302799,95217807,-1,FGD6,95076749,95217467,95217467,2.0
ENSG00000165972,ENSG00000139344,1,AMDHD1,95943331,95968720,95943331,-1,CCDC38,95867048,95942614,95942614,2.0
ENSG00000139651,ENSG00000139631,-1,CSAD,53157663,53180925,53180925,1,ZNF740,53180722,53195142,53180722,2.0
ENSG00000139324,ENSG00000198707,-1,CEP290,88049016,88142088,88142088,1,TMTC3,88142307,88199887,88142307,2.0
ENSG00000075188,ENSG00000185480,1,PARPBP,102120183,102197520,102120183,-1,NUP37,102073103,102120114,102120114,2.0
ENSG00000183395,ENSG00000185480,1,PARPBP,102120183,102197520,102120183,-1,PMCH,102196459,102197833,102197833,5.0
ENSG00000139344,ENSG00000165972,-1,CCDC38,95867048,95942614,95942614,1,AMDHD1,95943331,95968720,95943331,2.0
ENSG00000136021,ENSG00000166153,-1,DEPDC4,100240062,100267079,100267079,1,SCYL2,100267177,100341715,100267177,2.0
ENSG00000256223,ENSG00000214029,-1,ZNF891,133104779,133130274,133130274,1,ZNF10,133130627,133159465,133130627,2.0
ENSG00000198270,ENSG00000089248,1,ERP29,112013426,112023449,112013426,-1,TMEM116,111931298,112013165,112013165,2.0
ENSG00000089234,ENSG00000111271,1,ACAD10,111686053,111757099,111686053,-1,BRAP,111642146,111685956,111685956,2.0
ENSG00000111790,ENSG00000064102,-1,INTS13,26905181,26937981,26937981,1,FGFR1OP2,26938470,26966648,26938470,2.0
ENSG00000166159,ENSG00000151062,-1,CACNA2D4,1791963,1918652,1918652,1,LRTM2,1820565,1836753,1820565,5.0
ENSG00000285133,ENSG00000175197,-1,DDIT3,57516593,57520514,57520514,-1,,57517712,57520480,57520480,3.0
ENSG00000037897,ENSG00000123427,1,EEF1AKMT3,57772614,57782541,57772614,-1,METTL1,57768471,57772105,57772105,2.0
ENSG00000123297,ENSG00000123427,1,EEF1AKMT3,57772614,57782541,57772614,1,TSFM,57782787,57797587,57782787,1.0
ENSG00000123427,ENSG00000037897,-1,METTL1,57768471,57772105,57772105,1,EEF1AKMT3,57772614,57782541,57772614,2.0
ENSG00000176383,ENSG00000158113,1,LRRC43,122183123,122203471,122183123,1,B3GNT4,122203709,122208952,122203709,1.0
ENSG00000166130,ENSG00000120868,1,APAF1,98645290,98735433,98645290,-1,IKBIP,98624249,98644788,98644788,2.0
ENSG00000133858,ENSG00000173451,1,THAP2,71664301,71680644,71664301,-1,ZFC3H1,71609599,71663848,71663848,2.0
ENSG00000139151,ENSG00000177938,1,CAPZA3,18738119,18739188,18738119,-1,PLCZ1,18683180,18738012,18738012,2.0
ENSG00000177938,ENSG00000139151,-1,PLCZ1,18683180,18738012,18738012,1,CAPZA3,18738119,18739188,18738119,2.0
ENSG00000170855,ENSG00000257218,1,GATC,120446444,120463749,120446444,-1,TRIAP1,120443964,120446384,120446384,2.0
ENSG00000257218,ENSG00000170855,-1,TRIAP1,120443964,120446384,120446384,1,GATC,120446444,120463749,120446444,2.0
ENSG00000110811,ENSG00000250510,1,GPR162,6821821,6827421,6821821,1,P3H3,6828407,6839847,6828407,1.0
ENSG00000111674,ENSG00000010626,1,LRRC23,6904822,6914229,6904822,1,ENO2,6914580,6923697,6914580,1.0
ENSG00000111669,ENSG00000111667,1,USP5,6852150,6866632,6852150,1,TPI1,6867531,6870948,6867531,1.0
ENSG00000111665,ENSG00000111667,1,USP5,6852150,6866632,6852150,-1,CDCA3,6848828,6851286,6851286,2.0
ENSG00000205323,ENSG00000123353,1,ORMDL2,55818041,55821879,55818041,-1,SARNP,55757270,55817724,55817724,2.0
ENSG00000123353,ENSG00000205323,-1,SARNP,55757270,55817724,55817724,1,ORMDL2,55818041,55821879,55818041,2.0
ENSG00000111361,ENSG00000111358,1,GTF2H3,123633829,123662604,123633829,-1,EIF2B1,123620406,123633686,123633686,2.0
ENSG00000111358,ENSG00000111361,-1,EIF2B1,123620406,123633686,123633686,1,GTF2H3,123633829,123662604,123633829,2.0
ENSG00000197653,ENSG00000185344,1,ATP6V0A2,123712353,123761755,123712353,1,DNAH10,123762301,123935714,123762301,1.0
ENSG00000174236,ENSG00000110841,1,PPFIBP1,27524206,27695564,27524206,1,REP15,27696447,27697596,27696447,1.0
ENSG00000087448,ENSG00000205693,-1,MANSC4,27762427,27780236,27780236,1,KLHL42,27780233,27803040,27780233,2.0
ENSG00000198707,ENSG00000139324,1,TMTC3,88142307,88199887,88142307,-1,CEP290,88049016,88142088,88142088,2.0
ENSG00000186815,ENSG00000166578,-1,IQCD,113195446,113221094,113221094,1,TPCN1,113221464,113298585,113221464,2.0
ENSG00000118307,ENSG00000205707,1,ETFRF1,25195237,25205143,25195237,-1,DNAI7,25108289,25195160,25195160,2.0
ENSG00000205707,ENSG00000118307,-1,DNAI7,25108289,25195160,25195160,1,ETFRF1,25195237,25205143,25195237,2.0
ENSG00000205693,ENSG00000087448,1,KLHL42,27780233,27803040,27780233,-1,MANSC4,27762427,27780236,27780236,2.0
ENSG00000110906,ENSG00000151148,1,UBE3B,109477634,109536702,109477634,-1,KCTD10,109448655,109477300,109477300,2.0
ENSG00000151148,ENSG00000110906,-1,KCTD10,109448655,109477300,109477300,1,UBE3B,109477634,109536702,109477634,2.0
ENSG00000139428,ENSG00000110921,1,MVK,109573794,109598125,109573794,-1,MMAB,109553715,109573504,109573504,2.0
ENSG00000111011,ENSG00000184445,1,KNTC1,122527249,122626396,122527249,-1,RSRC2,122503454,122526936,122526936,2.0
ENSG00000184445,ENSG00000111011,-1,RSRC2,122503454,122526936,122526936,1,KNTC1,122527249,122626396,122527249,2.0
ENSG00000135437,ENSG00000135441,1,BLOC1S1,55716046,55719703,55716046,1,RDH5,55720393,55724705,55720393,1.0
ENSG00000111412,ENSG00000135119,1,RNFT2,116738315,116853631,116738315,-1,SPRING1,116710171,116738069,116738069,2.0
ENSG00000139192,ENSG00000139193,1,CD27,6444955,6451713,6444955,1,TAPBPL,6452042,6462316,6452042,1.0
ENSG00000139637,ENSG00000123349,1,PFDN5,53295542,53299450,53295542,1,MYG1,53299695,53307177,53299695,1.0
ENSG00000094916,ENSG00000135486,1,HNRNPA1,54280726,54287087,54280726,-1,CBX5,54230942,54280122,54280122,2.0
