Selected Gene,Selected Gene name,Selected Strand,Selected TSS,Overlapping Gene,Overlapping Gene name,Overlapping Strand,Overlapping TSS
ENSG00000132879,FBXO44,1,11654877,ENSG00000116661,FBXO2,-1,11654429
ENSG00000174021,GNG5,-1,84506581,ENSG00000122432,SPATA1,1,84506386
ENSG00000188610,FAM72B,-1,121184340,ENSG00000171943,SRGAP2C,1,121184975
ENSG00000143643,TTC13,-1,230978861,ENSG00000173409,ARV1,1,230979094
ENSG00000173409,ARV1,1,230979094,ENSG00000143643,TTC13,-1,230978861
ENSG00000160055,TMEM234,-1,32222353,ENSG00000084623,EIF3I,1,32222407
ENSG00000078808,SDF4,-1,1232001,ENSG00000176022,B3GALT6,1,1232237
ENSG00000176022,B3GALT6,1,1232237,ENSG00000078808,SDF4,-1,1232001
ENSG00000131584,ACAP3,-1,1307930,ENSG00000169972,PUSL1,1,1308597
ENSG00000127054,INTS11,-1,1324660,ENSG00000224051,CPTP,1,1324802
ENSG00000224051,CPTP,1,1324802,ENSG00000127054,INTS11,-1,1324660
ENSG00000162441,LZIC,-1,9943391,ENSG00000173614,NMNAT1,1,9943475
ENSG00000265491,RNF115,-1,145824095,ENSG00000186141,POLR3C,1,145824200
ENSG00000186141,POLR3C,1,145824200,ENSG00000265491,RNF115,-1,145824095
ENSG00000162736,NCSTN,1,160343383,ENSG00000122218,COPA,-1,160343250
ENSG00000135801,TAF5L,-1,229626122,ENSG00000135763,URB2,1,229626247
ENSG00000134255,CEPT1,1,111140223,ENSG00000156171,DRAM2,-1,111140093
ENSG00000143702,CEP170,-1,243255281,ENSG00000054282,SDCCAG8,1,243256041
ENSG00000169972,PUSL1,1,1308597,ENSG00000131584,ACAP3,-1,1307930
ENSG00000162543,UBXN10,1,20186096,ENSG00000187980,PLA2G2C,-1,20186518
ENSG00000122432,SPATA1,1,84506386,ENSG00000174021,GNG5,-1,84506581
ENSG00000011021,CLCN6,1,11806191,ENSG00000177000,MTHFR,-1,11805964
ENSG00000196449,YRDC,-1,37808208,ENSG00000197982,C1orf122,1,37807790
ENSG00000197982,C1orf122,1,37807790,ENSG00000196449,YRDC,-1,37808208
ENSG00000132128,LRRC41,-1,46303616,ENSG00000173660,UQCRH,1,46303698
ENSG00000173660,UQCRH,1,46303698,ENSG00000132128,LRRC41,-1,46303616
ENSG00000132781,MUTYH,-1,45339970,ENSG00000132773,TOE1,1,45340170
